County,State,FIPS.County.Code,X2006.Prescribing.Rate,Year,County.1,State.1,FIPS.County.Code.1,X2007.Prescribing.Rate,Year.1,County.2,State.2,FIPS.County.Code.2,X2008.Prescribing.Rate,Year.2,County.3,State.3,FIPS.County.Code.3,X2009.Prescribing.Rate,Year.3,County.4,State.4,FIPS.County.Code.4,X2010.Prescribing.Rate,Year.4,County.5,State.5,FIPS.County.Code.5,X2011.Prescribing.Rate,Year.5,County.6,State.6,FIPS.County.Code.6,X2012.Prescribing.Rate,Year.6,County.7,State.7,FIPS.County.Code.7,X2013.Prescribing.Rate,Year.7,County.8,State.8,FIPS.County.Code.8,X2014.Prescribing.Rate,Year.8,County.9,State.9,FIPS.County.Code.9,X2015.Prescribing.Rate,Year.9,County.10,State.10,FIPS.County.Code.10,X2016.Prescribing.Rate,Year.10,County.11,State.11,State.County.FIPS.Code,X2017,Year.11
"Lavaca, TX",TX,48285,96.5,X2006.Prescribing.Rate,"Lavaca, TX",TX,48285,94.5,X2007.Prescribing.Rate,"Lavaca, TX",TX,48285,93.4,X2008.Prescribing.Rate,"Lavaca, TX",TX,48285,81.2,X2009.Prescribing.Rate,"Lavaca, TX",TX,48285,86.1,X2010.Prescribing.Rate,"Lavaca, TX",TX,48285,82,X2011.Prescribing.Rate,"Lavaca, TX",TX,48285,81.1,X2012.Prescribing.Rate,"Lavaca, TX",TX,48285,61.2,X2013.Prescribing.Rate,"Lavaca, TX",TX,48285,57.9,X2014.Prescribing.Rate,"Lavaca, TX",TX,48285,50.7,X2015.Prescribing.Rate,"Lavaca, TX",TX,48285,56.6,X2016.Prescribing.Rate,CARROLL,VA,51035,35.8,2017
"Lee, TX",TX,48287,44.9,X2006.Prescribing.Rate,"Lee, TX",TX,48287,43.9,X2007.Prescribing.Rate,"Lee, TX",TX,48287,37.7,X2008.Prescribing.Rate,"Lee, TX",TX,48287,21.7,X2009.Prescribing.Rate,"Lee, TX",TX,48287,27.5,X2010.Prescribing.Rate,"Lee, TX",TX,48287,39.1,X2011.Prescribing.Rate,"Lee, TX",TX,48287,40.7,X2012.Prescribing.Rate,"Lee, TX",TX,48287,23.3,X2013.Prescribing.Rate,"Lee, TX",TX,48287,24.5,X2014.Prescribing.Rate,"Lee, TX",TX,48287,19.6,X2015.Prescribing.Rate,"Lee, TX",TX,48287,50.5,X2016.Prescribing.Rate,CHARLOTTE,VA,51037,31.7,2017
"Leon, TX",TX,48289,31.7,X2006.Prescribing.Rate,"Leon, TX",TX,48289,30.2,X2007.Prescribing.Rate,"Leon, TX",TX,48289,20,X2008.Prescribing.Rate,"Leon, TX",TX,48289,1.9,X2009.Prescribing.Rate,"Leon, TX",TX,48289,11.4,X2010.Prescribing.Rate,"Leon, TX",TX,48289,24.1,X2011.Prescribing.Rate,"Leon, TX",TX,48289,24.1,X2012.Prescribing.Rate,"Leon, TX",TX,48289,0.3,X2013.Prescribing.Rate,"Leon, TX",TX,48289,4.3,X2014.Prescribing.Rate,"Leon, TX",TX,48289,3.3,X2015.Prescribing.Rate,"Leon, TX",TX,48289,39.8,X2016.Prescribing.Rate,CHARLOTTESVILLE CITY,VA,51540,44.1,2017
"Liberty, TX",TX,48291,94,X2006.Prescribing.Rate,"Liberty, TX",TX,48291,110.6,X2007.Prescribing.Rate,"Liberty, TX",TX,48291,131.9,X2008.Prescribing.Rate,"Liberty, TX",TX,48291,167.1,X2009.Prescribing.Rate,"Liberty, TX",TX,48291,161.2,X2010.Prescribing.Rate,"Liberty, TX",TX,48291,146.3,X2011.Prescribing.Rate,"Liberty, TX",TX,48291,129.3,X2012.Prescribing.Rate,"Liberty, TX",TX,48291,126.1,X2013.Prescribing.Rate,"Liberty, TX",TX,48291,118.3,X2014.Prescribing.Rate,"Liberty, TX",TX,48291,101.9,X2015.Prescribing.Rate,"Liberty, TX",TX,48291,90.9,X2016.Prescribing.Rate,CHESAPEAKE CITY,VA,51550,54.2,2017
"Limestone, TX",TX,48293,93.2,X2006.Prescribing.Rate,"Limestone, TX",TX,48293,120.3,X2007.Prescribing.Rate,"Limestone, TX",TX,48293,109.7,X2008.Prescribing.Rate,"Limestone, TX",TX,48293,102.2,X2009.Prescribing.Rate,"Limestone, TX",TX,48293,99.4,X2010.Prescribing.Rate,"Limestone, TX",TX,48293,106.9,X2011.Prescribing.Rate,"Limestone, TX",TX,48293,102.7,X2012.Prescribing.Rate,"Limestone, TX",TX,48293,113.8,X2013.Prescribing.Rate,"Limestone, TX",TX,48293,107.2,X2014.Prescribing.Rate,"Limestone, TX",TX,48293,93.9,X2015.Prescribing.Rate,"Limestone, TX",TX,48293,86.2,X2016.Prescribing.Rate,CHESTERFIELD,VA,51041,56.3,2017
"Lipscomb, TX",TX,48295,26.5,X2006.Prescribing.Rate,"Lipscomb, TX",TX,48295,,X2007.Prescribing.Rate,"Lipscomb, TX",TX,48295,,X2008.Prescribing.Rate,"Lipscomb, TX",TX,48295,,X2009.Prescribing.Rate,"Lipscomb, TX",TX,48295,,X2010.Prescribing.Rate,"Lipscomb, TX",TX,48295,,X2011.Prescribing.Rate,"Lipscomb, TX",TX,48295,,X2012.Prescribing.Rate,"Lipscomb, TX",TX,48295,,X2013.Prescribing.Rate,"Lipscomb, TX",TX,48295,,X2014.Prescribing.Rate,"Lipscomb, TX",TX,48295,,X2015.Prescribing.Rate,"Lipscomb, TX",TX,48295,,X2016.Prescribing.Rate,CLARKE,VA,51043,27.5,2017
"Live Oak, TX",TX,48297,,X2006.Prescribing.Rate,"Live Oak, TX",TX,48297,,X2007.Prescribing.Rate,"Live Oak, TX",TX,48297,,X2008.Prescribing.Rate,"Live Oak, TX",TX,48297,,X2009.Prescribing.Rate,"Live Oak, TX",TX,48297,,X2010.Prescribing.Rate,"Live Oak, TX",TX,48297,,X2011.Prescribing.Rate,"Live Oak, TX",TX,48297,,X2012.Prescribing.Rate,"Live Oak, TX",TX,48297,11.4,X2013.Prescribing.Rate,"Live Oak, TX",TX,48297,21.4,X2014.Prescribing.Rate,"Live Oak, TX",TX,48297,21.1,X2015.Prescribing.Rate,"Live Oak, TX",TX,48297,18,X2016.Prescribing.Rate,COLONIAL HEIGHTS CITY,VA,51570,179.8,2017
"Llano, TX",TX,48299,90.6,X2006.Prescribing.Rate,"Llano, TX",TX,48299,93.6,X2007.Prescribing.Rate,"Llano, TX",TX,48299,105.8,X2008.Prescribing.Rate,"Llano, TX",TX,48299,105.9,X2009.Prescribing.Rate,"Llano, TX",TX,48299,108.3,X2010.Prescribing.Rate,"Llano, TX",TX,48299,105.1,X2011.Prescribing.Rate,"Llano, TX",TX,48299,99.7,X2012.Prescribing.Rate,"Llano, TX",TX,48299,96.9,X2013.Prescribing.Rate,"Llano, TX",TX,48299,83.4,X2014.Prescribing.Rate,"Llano, TX",TX,48299,71.2,X2015.Prescribing.Rate,"Llano, TX",TX,48299,62.7,X2016.Prescribing.Rate,COVINGTON CITY,VA,51580,211.8,2017
"Loving, TX",TX,48301,,X2006.Prescribing.Rate,"Loving, TX",TX,48301,,X2007.Prescribing.Rate,"Loving, TX",TX,48301,,X2008.Prescribing.Rate,"Loving, TX",TX,48301,,X2009.Prescribing.Rate,"Loving, TX",TX,48301,,X2010.Prescribing.Rate,"Loving, TX",TX,48301,,X2011.Prescribing.Rate,"Loving, TX",TX,48301,,X2012.Prescribing.Rate,"Loving, TX",TX,48301,,X2013.Prescribing.Rate,"Loving, TX",TX,48301,,X2014.Prescribing.Rate,"Loving, TX",TX,48301,,X2015.Prescribing.Rate,"Loving, TX",TX,48301,,X2016.Prescribing.Rate,CRAIG,VA,51045,5.9,2017
"Lubbock, TX",TX,48303,82,X2006.Prescribing.Rate,"Lubbock, TX",TX,48303,87.7,X2007.Prescribing.Rate,"Lubbock, TX",TX,48303,86.7,X2008.Prescribing.Rate,"Lubbock, TX",TX,48303,87.5,X2009.Prescribing.Rate,"Lubbock, TX",TX,48303,88.1,X2010.Prescribing.Rate,"Lubbock, TX",TX,48303,87.4,X2011.Prescribing.Rate,"Lubbock, TX",TX,48303,96,X2012.Prescribing.Rate,"Lubbock, TX",TX,48303,94.9,X2013.Prescribing.Rate,"Lubbock, TX",TX,48303,94.2,X2014.Prescribing.Rate,"Lubbock, TX",TX,48303,83.7,X2015.Prescribing.Rate,"Lubbock, TX",TX,48303,84.2,X2016.Prescribing.Rate,CULPEPER,VA,51047,53.3,2017
"Lynn, TX",TX,48305,28,X2006.Prescribing.Rate,"Lynn, TX",TX,48305,30.4,X2007.Prescribing.Rate,"Lynn, TX",TX,48305,26.2,X2008.Prescribing.Rate,"Lynn, TX",TX,48305,,X2009.Prescribing.Rate,"Lynn, TX",TX,48305,,X2010.Prescribing.Rate,"Lynn, TX",TX,48305,,X2011.Prescribing.Rate,"Lynn, TX",TX,48305,,X2012.Prescribing.Rate,"Lynn, TX",TX,48305,,X2013.Prescribing.Rate,"Lynn, TX",TX,48305,2.4,X2014.Prescribing.Rate,"Lynn, TX",TX,48305,1.5,X2015.Prescribing.Rate,"Lynn, TX",TX,48305,1.3,X2016.Prescribing.Rate,CUMBERLAND,VA,51049,21.2,2017
"Madison, TX",TX,48313,94.4,X2006.Prescribing.Rate,"Madison, TX",TX,48313,86.8,X2007.Prescribing.Rate,"Madison, TX",TX,48313,90.4,X2008.Prescribing.Rate,"Madison, TX",TX,48313,67.6,X2009.Prescribing.Rate,"Madison, TX",TX,48313,91.7,X2010.Prescribing.Rate,"Madison, TX",TX,48313,82.7,X2011.Prescribing.Rate,"Madison, TX",TX,48313,99.7,X2012.Prescribing.Rate,"Madison, TX",TX,48313,54.1,X2013.Prescribing.Rate,"Madison, TX",TX,48313,51.8,X2014.Prescribing.Rate,"Madison, TX",TX,48313,45.5,X2015.Prescribing.Rate,"Madison, TX",TX,48313,73.9,X2016.Prescribing.Rate,DANVILLE CITY,VA,51590,162.1,2017
"Marion, TX",TX,48315,,X2006.Prescribing.Rate,"Marion, TX",TX,48315,,X2007.Prescribing.Rate,"Marion, TX",TX,48315,,X2008.Prescribing.Rate,"Marion, TX",TX,48315,,X2009.Prescribing.Rate,"Marion, TX",TX,48315,,X2010.Prescribing.Rate,"Marion, TX",TX,48315,,X2011.Prescribing.Rate,"Marion, TX",TX,48315,,X2012.Prescribing.Rate,"Marion, TX",TX,48315,,X2013.Prescribing.Rate,"Marion, TX",TX,48315,2.8,X2014.Prescribing.Rate,"Marion, TX",TX,48315,1.6,X2015.Prescribing.Rate,"Marion, TX",TX,48315,1.6,X2016.Prescribing.Rate,DICKENSON,VA,51051,155.6,2017
"Martin, TX",TX,48317,,X2006.Prescribing.Rate,"Martin, TX",TX,48317,,X2007.Prescribing.Rate,"Martin, TX",TX,48317,,X2008.Prescribing.Rate,"Martin, TX",TX,48317,,X2009.Prescribing.Rate,"Martin, TX",TX,48317,,X2010.Prescribing.Rate,"Martin, TX",TX,48317,,X2011.Prescribing.Rate,"Martin, TX",TX,48317,,X2012.Prescribing.Rate,"Martin, TX",TX,48317,,X2013.Prescribing.Rate,"Martin, TX",TX,48317,3.8,X2014.Prescribing.Rate,"Martin, TX",TX,48317,2.2,X2015.Prescribing.Rate,"Martin, TX",TX,48317,40.2,X2016.Prescribing.Rate,DINWIDDIE,VA,51053,3.8,2017
"Mason, TX",TX,48319,,X2006.Prescribing.Rate,"Mason, TX",TX,48319,,X2007.Prescribing.Rate,"Mason, TX",TX,48319,,X2008.Prescribing.Rate,"Mason, TX",TX,48319,,X2009.Prescribing.Rate,"Mason, TX",TX,48319,,X2010.Prescribing.Rate,"Mason, TX",TX,48319,,X2011.Prescribing.Rate,"Mason, TX",TX,48319,,X2012.Prescribing.Rate,"Mason, TX",TX,48319,,X2013.Prescribing.Rate,"Mason, TX",TX,48319,6.5,X2014.Prescribing.Rate,"Mason, TX",TX,48319,4.2,X2015.Prescribing.Rate,"Mason, TX",TX,48319,44.5,X2016.Prescribing.Rate,EMPORIA CITY,VA,51595,219,2017
"Matagorda, TX",TX,48321,65.6,X2006.Prescribing.Rate,"Matagorda, TX",TX,48321,70,X2007.Prescribing.Rate,"Matagorda, TX",TX,48321,73.4,X2008.Prescribing.Rate,"Matagorda, TX",TX,48321,74.6,X2009.Prescribing.Rate,"Matagorda, TX",TX,48321,82.9,X2010.Prescribing.Rate,"Matagorda, TX",TX,48321,87.2,X2011.Prescribing.Rate,"Matagorda, TX",TX,48321,97.1,X2012.Prescribing.Rate,"Matagorda, TX",TX,48321,86.6,X2013.Prescribing.Rate,"Matagorda, TX",TX,48321,80.1,X2014.Prescribing.Rate,"Matagorda, TX",TX,48321,70.8,X2015.Prescribing.Rate,"Matagorda, TX",TX,48321,66,X2016.Prescribing.Rate,ESSEX,VA,51057,87.8,2017
"Maverick, TX",TX,48323,28,X2006.Prescribing.Rate,"Maverick, TX",TX,48323,29.2,X2007.Prescribing.Rate,"Maverick, TX",TX,48323,30,X2008.Prescribing.Rate,"Maverick, TX",TX,48323,32,X2009.Prescribing.Rate,"Maverick, TX",TX,48323,30.5,X2010.Prescribing.Rate,"Maverick, TX",TX,48323,29.7,X2011.Prescribing.Rate,"Maverick, TX",TX,48323,31.8,X2012.Prescribing.Rate,"Maverick, TX",TX,48323,33.2,X2013.Prescribing.Rate,"Maverick, TX",TX,48323,31.3,X2014.Prescribing.Rate,"Maverick, TX",TX,48323,29.1,X2015.Prescribing.Rate,"Maverick, TX",TX,48323,28.4,X2016.Prescribing.Rate,FAIRFAX,VA,51059,24.9,2017
"McCulloch, TX",TX,48307,45.7,X2006.Prescribing.Rate,"McCulloch, TX",TX,48307,50.7,X2007.Prescribing.Rate,"McCulloch, TX",TX,48307,50.9,X2008.Prescribing.Rate,"McCulloch, TX",TX,48307,51.6,X2009.Prescribing.Rate,"McCulloch, TX",TX,48307,51,X2010.Prescribing.Rate,"McCulloch, TX",TX,48307,48.4,X2011.Prescribing.Rate,"McCulloch, TX",TX,48307,70.2,X2012.Prescribing.Rate,"McCulloch, TX",TX,48307,74.3,X2013.Prescribing.Rate,"McCulloch, TX",TX,48307,76.1,X2014.Prescribing.Rate,"McCulloch, TX",TX,48307,63.4,X2015.Prescribing.Rate,"McCulloch, TX",TX,48307,55.2,X2016.Prescribing.Rate,FAIRFAX CITY,VA,51600,68.5,2017
"McLennan, TX",TX,48309,78.4,X2006.Prescribing.Rate,"McLennan, TX",TX,48309,90.2,X2007.Prescribing.Rate,"McLennan, TX",TX,48309,89.7,X2008.Prescribing.Rate,"McLennan, TX",TX,48309,94.3,X2009.Prescribing.Rate,"McLennan, TX",TX,48309,98.3,X2010.Prescribing.Rate,"McLennan, TX",TX,48309,95.7,X2011.Prescribing.Rate,"McLennan, TX",TX,48309,94.7,X2012.Prescribing.Rate,"McLennan, TX",TX,48309,91,X2013.Prescribing.Rate,"McLennan, TX",TX,48309,89.8,X2014.Prescribing.Rate,"McLennan, TX",TX,48309,77,X2015.Prescribing.Rate,"McLennan, TX",TX,48309,75.4,X2016.Prescribing.Rate,FALLS CHURCH CITY,VA,51610,49.5,2017
"McMullen, TX",TX,48311,,X2006.Prescribing.Rate,"McMullen, TX",TX,48311,,X2007.Prescribing.Rate,"McMullen, TX",TX,48311,,X2008.Prescribing.Rate,"McMullen, TX",TX,48311,,X2009.Prescribing.Rate,"McMullen, TX",TX,48311,,X2010.Prescribing.Rate,"McMullen, TX",TX,48311,,X2011.Prescribing.Rate,"McMullen, TX",TX,48311,,X2012.Prescribing.Rate,"McMullen, TX",TX,48311,,X2013.Prescribing.Rate,"McMullen, TX",TX,48311,,X2014.Prescribing.Rate,"McMullen, TX",TX,48311,,X2015.Prescribing.Rate,"McMullen, TX",TX,48311,,X2016.Prescribing.Rate,FAUQUIER,VA,51061,61.7,2017
"Medina, TX",TX,48325,29.3,X2006.Prescribing.Rate,"Medina, TX",TX,48325,34.6,X2007.Prescribing.Rate,"Medina, TX",TX,48325,33.1,X2008.Prescribing.Rate,"Medina, TX",TX,48325,34,X2009.Prescribing.Rate,"Medina, TX",TX,48325,35.9,X2010.Prescribing.Rate,"Medina, TX",TX,48325,32,X2011.Prescribing.Rate,"Medina, TX",TX,48325,39.5,X2012.Prescribing.Rate,"Medina, TX",TX,48325,39.6,X2013.Prescribing.Rate,"Medina, TX",TX,48325,44,X2014.Prescribing.Rate,"Medina, TX",TX,48325,43.7,X2015.Prescribing.Rate,"Medina, TX",TX,48325,44.1,X2016.Prescribing.Rate,FLOYD,VA,51063,34.9,2017
"Menard, TX",TX,48327,,X2006.Prescribing.Rate,"Menard, TX",TX,48327,,X2007.Prescribing.Rate,"Menard, TX",TX,48327,15.2,X2008.Prescribing.Rate,"Menard, TX",TX,48327,54.8,X2009.Prescribing.Rate,"Menard, TX",TX,48327,61.6,X2010.Prescribing.Rate,"Menard, TX",TX,48327,66.2,X2011.Prescribing.Rate,"Menard, TX",TX,48327,62.1,X2012.Prescribing.Rate,"Menard, TX",TX,48327,51,X2013.Prescribing.Rate,"Menard, TX",TX,48327,,X2014.Prescribing.Rate,"Menard, TX",TX,48327,,X2015.Prescribing.Rate,"Menard, TX",TX,48327,,X2016.Prescribing.Rate,FLUVANNA,VA,51065,27,2017
"Midland, TX",TX,48329,68.5,X2006.Prescribing.Rate,"Midland, TX",TX,48329,67.2,X2007.Prescribing.Rate,"Midland, TX",TX,48329,66.3,X2008.Prescribing.Rate,"Midland, TX",TX,48329,70.2,X2009.Prescribing.Rate,"Midland, TX",TX,48329,78.4,X2010.Prescribing.Rate,"Midland, TX",TX,48329,82.7,X2011.Prescribing.Rate,"Midland, TX",TX,48329,87.9,X2012.Prescribing.Rate,"Midland, TX",TX,48329,85.8,X2013.Prescribing.Rate,"Midland, TX",TX,48329,81,X2014.Prescribing.Rate,"Midland, TX",TX,48329,66.7,X2015.Prescribing.Rate,"Midland, TX",TX,48329,58.7,X2016.Prescribing.Rate,FRANKLIN,VA,51067,66.9,2017
"Milam, TX",TX,48331,58.9,X2006.Prescribing.Rate,"Milam, TX",TX,48331,62,X2007.Prescribing.Rate,"Milam, TX",TX,48331,71.8,X2008.Prescribing.Rate,"Milam, TX",TX,48331,87.6,X2009.Prescribing.Rate,"Milam, TX",TX,48331,76,X2010.Prescribing.Rate,"Milam, TX",TX,48331,78.3,X2011.Prescribing.Rate,"Milam, TX",TX,48331,75.7,X2012.Prescribing.Rate,"Milam, TX",TX,48331,77.3,X2013.Prescribing.Rate,"Milam, TX",TX,48331,81.3,X2014.Prescribing.Rate,"Milam, TX",TX,48331,63.8,X2015.Prescribing.Rate,"Milam, TX",TX,48331,67.7,X2016.Prescribing.Rate,FRANKLIN CITY,VA,51620,234.1,2017
"Mills, TX",TX,48333,61.7,X2006.Prescribing.Rate,"Mills, TX",TX,48333,60.1,X2007.Prescribing.Rate,"Mills, TX",TX,48333,0.6,X2008.Prescribing.Rate,"Mills, TX",TX,48333,,X2009.Prescribing.Rate,"Mills, TX",TX,48333,,X2010.Prescribing.Rate,"Mills, TX",TX,48333,,X2011.Prescribing.Rate,"Mills, TX",TX,48333,,X2012.Prescribing.Rate,"Mills, TX",TX,48333,,X2013.Prescribing.Rate,"Mills, TX",TX,48333,,X2014.Prescribing.Rate,"Mills, TX",TX,48333,,X2015.Prescribing.Rate,"Mills, TX",TX,48333,,X2016.Prescribing.Rate,FREDERICK,VA,51069,50.4,2017
"Mitchell, TX",TX,48335,,X2006.Prescribing.Rate,"Mitchell, TX",TX,48335,,X2007.Prescribing.Rate,"Mitchell, TX",TX,48335,,X2008.Prescribing.Rate,"Mitchell, TX",TX,48335,,X2009.Prescribing.Rate,"Mitchell, TX",TX,48335,,X2010.Prescribing.Rate,"Mitchell, TX",TX,48335,,X2011.Prescribing.Rate,"Mitchell, TX",TX,48335,,X2012.Prescribing.Rate,"Mitchell, TX",TX,48335,,X2013.Prescribing.Rate,"Mitchell, TX",TX,48335,3.1,X2014.Prescribing.Rate,"Mitchell, TX",TX,48335,2.7,X2015.Prescribing.Rate,"Mitchell, TX",TX,48335,55.2,X2016.Prescribing.Rate,FREDERICKSBURG CITY,VA,51630,135.6,2017
"Montague, TX",TX,48337,110.3,X2006.Prescribing.Rate,"Montague, TX",TX,48337,81.9,X2007.Prescribing.Rate,"Montague, TX",TX,48337,96.5,X2008.Prescribing.Rate,"Montague, TX",TX,48337,97.3,X2009.Prescribing.Rate,"Montague, TX",TX,48337,103.8,X2010.Prescribing.Rate,"Montague, TX",TX,48337,106.5,X2011.Prescribing.Rate,"Montague, TX",TX,48337,118,X2012.Prescribing.Rate,"Montague, TX",TX,48337,102.1,X2013.Prescribing.Rate,"Montague, TX",TX,48337,92.2,X2014.Prescribing.Rate,"Montague, TX",TX,48337,83.1,X2015.Prescribing.Rate,"Montague, TX",TX,48337,82.1,X2016.Prescribing.Rate,GALAX CITY,VA,51640,345.1,2017
"Montgomery, TX",TX,48339,78.7,X2006.Prescribing.Rate,"Montgomery, TX",TX,48339,87,X2007.Prescribing.Rate,"Montgomery, TX",TX,48339,82.2,X2008.Prescribing.Rate,"Montgomery, TX",TX,48339,81.7,X2009.Prescribing.Rate,"Montgomery, TX",TX,48339,81.2,X2010.Prescribing.Rate,"Montgomery, TX",TX,48339,82.6,X2011.Prescribing.Rate,"Montgomery, TX",TX,48339,82.7,X2012.Prescribing.Rate,"Montgomery, TX",TX,48339,80.7,X2013.Prescribing.Rate,"Montgomery, TX",TX,48339,75.5,X2014.Prescribing.Rate,"Montgomery, TX",TX,48339,66.5,X2015.Prescribing.Rate,"Montgomery, TX",TX,48339,60.6,X2016.Prescribing.Rate,GILES,VA,51071,98.1,2017
"Moore, TX",TX,48341,46.2,X2006.Prescribing.Rate,"Moore, TX",TX,48341,45,X2007.Prescribing.Rate,"Moore, TX",TX,48341,42.7,X2008.Prescribing.Rate,"Moore, TX",TX,48341,42.1,X2009.Prescribing.Rate,"Moore, TX",TX,48341,40.7,X2010.Prescribing.Rate,"Moore, TX",TX,48341,42.3,X2011.Prescribing.Rate,"Moore, TX",TX,48341,67.6,X2012.Prescribing.Rate,"Moore, TX",TX,48341,69.1,X2013.Prescribing.Rate,"Moore, TX",TX,48341,66.2,X2014.Prescribing.Rate,"Moore, TX",TX,48341,58.6,X2015.Prescribing.Rate,"Moore, TX",TX,48341,55.3,X2016.Prescribing.Rate,GLOUCESTER,VA,51073,89,2017
"Morris, TX",TX,48343,97,X2006.Prescribing.Rate,"Morris, TX",TX,48343,95.9,X2007.Prescribing.Rate,"Morris, TX",TX,48343,101,X2008.Prescribing.Rate,"Morris, TX",TX,48343,14.4,X2009.Prescribing.Rate,"Morris, TX",TX,48343,,X2010.Prescribing.Rate,"Morris, TX",TX,48343,93.6,X2011.Prescribing.Rate,"Morris, TX",TX,48343,134.4,X2012.Prescribing.Rate,"Morris, TX",TX,48343,97.3,X2013.Prescribing.Rate,"Morris, TX",TX,48343,102.2,X2014.Prescribing.Rate,"Morris, TX",TX,48343,103.6,X2015.Prescribing.Rate,"Morris, TX",TX,48343,80.6,X2016.Prescribing.Rate,GOOCHLAND,VA,51075,10.8,2017
"Motley, TX",TX,48345,,X2006.Prescribing.Rate,"Motley, TX",TX,48345,,X2007.Prescribing.Rate,"Motley, TX",TX,48345,,X2008.Prescribing.Rate,"Motley, TX",TX,48345,,X2009.Prescribing.Rate,"Motley, TX",TX,48345,,X2010.Prescribing.Rate,"Motley, TX",TX,48345,,X2011.Prescribing.Rate,"Motley, TX",TX,48345,,X2012.Prescribing.Rate,"Motley, TX",TX,48345,,X2013.Prescribing.Rate,"Motley, TX",TX,48345,,X2014.Prescribing.Rate,"Motley, TX",TX,48345,,X2015.Prescribing.Rate,"Motley, TX",TX,48345,,X2016.Prescribing.Rate,GRAYSON,VA,51077,19.8,2017
"Nacogdoches, TX",TX,48347,95.2,X2006.Prescribing.Rate,"Nacogdoches, TX",TX,48347,94.8,X2007.Prescribing.Rate,"Nacogdoches, TX",TX,48347,98.5,X2008.Prescribing.Rate,"Nacogdoches, TX",TX,48347,107.3,X2009.Prescribing.Rate,"Nacogdoches, TX",TX,48347,108.7,X2010.Prescribing.Rate,"Nacogdoches, TX",TX,48347,105.3,X2011.Prescribing.Rate,"Nacogdoches, TX",TX,48347,109.7,X2012.Prescribing.Rate,"Nacogdoches, TX",TX,48347,106.9,X2013.Prescribing.Rate,"Nacogdoches, TX",TX,48347,119.6,X2014.Prescribing.Rate,"Nacogdoches, TX",TX,48347,103.4,X2015.Prescribing.Rate,"Nacogdoches, TX",TX,48347,86,X2016.Prescribing.Rate,GREENE,VA,51079,66,2017
"Navarro, TX",TX,48349,74.2,X2006.Prescribing.Rate,"Navarro, TX",TX,48349,83.3,X2007.Prescribing.Rate,"Navarro, TX",TX,48349,84.8,X2008.Prescribing.Rate,"Navarro, TX",TX,48349,90.4,X2009.Prescribing.Rate,"Navarro, TX",TX,48349,94.5,X2010.Prescribing.Rate,"Navarro, TX",TX,48349,85.3,X2011.Prescribing.Rate,"Navarro, TX",TX,48349,90,X2012.Prescribing.Rate,"Navarro, TX",TX,48349,88.2,X2013.Prescribing.Rate,"Navarro, TX",TX,48349,86.2,X2014.Prescribing.Rate,"Navarro, TX",TX,48349,78.4,X2015.Prescribing.Rate,"Navarro, TX",TX,48349,72.9,X2016.Prescribing.Rate,HALIFAX,VA,51083,70.3,2017
"Newton, TX",TX,48351,60.8,X2006.Prescribing.Rate,"Newton, TX",TX,48351,52.6,X2007.Prescribing.Rate,"Newton, TX",TX,48351,47,X2008.Prescribing.Rate,"Newton, TX",TX,48351,49.3,X2009.Prescribing.Rate,"Newton, TX",TX,48351,60.8,X2010.Prescribing.Rate,"Newton, TX",TX,48351,62.1,X2011.Prescribing.Rate,"Newton, TX",TX,48351,64.7,X2012.Prescribing.Rate,"Newton, TX",TX,48351,4.8,X2013.Prescribing.Rate,"Newton, TX",TX,48351,2.9,X2014.Prescribing.Rate,"Newton, TX",TX,48351,1.7,X2015.Prescribing.Rate,"Newton, TX",TX,48351,34.5,X2016.Prescribing.Rate,HAMPTON CITY,VA,51650,60.9,2017
"Nolan, TX",TX,48353,74.7,X2006.Prescribing.Rate,"Nolan, TX",TX,48353,84.7,X2007.Prescribing.Rate,"Nolan, TX",TX,48353,105.7,X2008.Prescribing.Rate,"Nolan, TX",TX,48353,116.9,X2009.Prescribing.Rate,"Nolan, TX",TX,48353,143,X2010.Prescribing.Rate,"Nolan, TX",TX,48353,138.5,X2011.Prescribing.Rate,"Nolan, TX",TX,48353,157,X2012.Prescribing.Rate,"Nolan, TX",TX,48353,148.1,X2013.Prescribing.Rate,"Nolan, TX",TX,48353,147,X2014.Prescribing.Rate,"Nolan, TX",TX,48353,127.4,X2015.Prescribing.Rate,"Nolan, TX",TX,48353,118.8,X2016.Prescribing.Rate,HANOVER,VA,51085,73.7,2017
"Nueces, TX",TX,48355,76.8,X2006.Prescribing.Rate,"Nueces, TX",TX,48355,82.3,X2007.Prescribing.Rate,"Nueces, TX",TX,48355,89.4,X2008.Prescribing.Rate,"Nueces, TX",TX,48355,92.2,X2009.Prescribing.Rate,"Nueces, TX",TX,48355,92.6,X2010.Prescribing.Rate,"Nueces, TX",TX,48355,92.9,X2011.Prescribing.Rate,"Nueces, TX",TX,48355,97.6,X2012.Prescribing.Rate,"Nueces, TX",TX,48355,95.9,X2013.Prescribing.Rate,"Nueces, TX",TX,48355,92.1,X2014.Prescribing.Rate,"Nueces, TX",TX,48355,83.4,X2015.Prescribing.Rate,"Nueces, TX",TX,48355,80.2,X2016.Prescribing.Rate,HARRISONBURG CITY,VA,51660,105.8,2017
